ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
897,Adrian,Myrcha,mężczyzna,26-01-1997,aleja Radosna 96/12 50-676 Zielona Góra,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Innowacyjny Programista', 'Innowacyjny Programista']"
898,Tola,Palak,kobieta,25-10-2005,ulica Cegielniana 42/25 29-128 Knurów,"['Innowacyjny Programista', 'Mistrz Kodowania', 'Wielki Odkrywca']"
899,Dawid,Łokaj,mężczyzna,17-05-1998,ulica Kowalska 509 01-558 Bytom,"['Wielki Odkrywca', 'Doskonały Komunikator']"
900,Hubert,Kobza,mężczyzna,16-02-1987,al. Swierkowa 06/74 26-151 Przemyśl,['Doskonały Komunikator']
901,Krystyna,Szyba,kobieta,01-10-1983,al. Traugutta 288 50-850 Jasło,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Mistrz Kodowania']"
902,Arkadiusz,Łaskawiec,mężczyzna,29-12-1982,pl. Malczewskiego 67/55 63-088 Wrocław,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Innowacyjny Programista']"
903,Oliwier,Golenia,mężczyzna,05-12-1992,ul. Fiołkowa 774 33-207 Tychy,['Mistrz Kodowania']
904,Bruno,Panuś,mężczyzna,29-04-1991,pl. Kościuszki 584 97-075 Biała Podlaska,"['Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
905,Filip,Mostek,mężczyzna,02-12-1991,ulica Wojciecha 994 20-377 Polkowice,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Wielki Odkrywca']"
906,Aleksander,Nagórka,mężczyzna,24-07-1992,plac Kreta 72 79-328 Olsztyn,[]
907,Anita,Rozumek,kobieta,11-09-2000,al. Wieniawskiego 754 84-131 Ostrów Wielkopolski,"['Wielki Odkrywca', 'Guru Matematyki', 'Technologiczny Wizjoner']"
908,Filip,Płodzień,mężczyzna,22-05-1990,al. Pułaskiego 08 37-300 Tychy,"['Doskonały Komunikator', 'Ambitny Naukowiec']"
909,Justyna,Greszta,kobieta,24-09-2003,plac Polna 71/01 40-037 Szczytno,"['Technologiczny Wizjoner', 'Wielki Odkrywca']"
910,Konstanty,Kowara,mężczyzna,08-04-1999,ul. Orkana 65 83-291 Dzierżoniów,"['Doskonały Komunikator', 'Wielki Odkrywca', 'Innowacyjny Programista']"
911,Ewa,Maślankiewicz,kobieta,12-11-1992,ulica Długa 87 45-141 Płońsk,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Doskonały Komunikator', 'Kreatywny Problem Solver']"
912,Bartek,Kopyt,mężczyzna,21-12-1983,ulica Sikorskiego 07 09-916 Wyszków,[]
913,Juliusz,Bitner,mężczyzna,07-01-1991,ulica Odrzańska 05/86 63-751 Rzeszów,[]
914,Mariusz,Juraszczyk,mężczyzna,31-03-1987,al. Wałowa 51/48 73-180 Września,['Guru Matematyki']
915,Bartek,Kenig,mężczyzna,12-10-1988,pl. Działkowa 59/66 94-338 Jaworzno,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Mistrz Kodowania', 'Mistrz Kodowania']"
916,Oskar,Kasper,mężczyzna,22-07-1986,ulica Cedrowa 11 74-978 Krotoszyn,['Zaangażowany Twórca']
917,Marek,Druszcz,mężczyzna,03-12-2001,pl. Wiklinowa 14 04-657 Jelenia Góra,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
918,Leon,Bejma,mężczyzna,16-09-1986,pl. Fabryczna 583 65-451 Kołobrzeg,[]
919,Olga,Sady,kobieta,04-11-1988,aleja Dąbrowskiej 56/36 26-492 Gorzów Wielkopolski,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Doskonały Komunikator', 'Wielki Odkrywca']"
920,Dagmara,Prochownik,kobieta,29-05-1991,plac Jesienna 09/26 14-179 Stalowa Wola,"['Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
921,Gustaw,Szłapa,mężczyzna,18-12-1991,al. Kolorowa 96/27 60-449 Ciechanów,"['Zaangażowany Twórca', 'Zaangażowany Twórca']"
922,Anastazja,Waloch,kobieta,07-07-1987,plac Zbożowa 538 75-070 Cieszyn,['Kreatywny Problem Solver']
923,Iwo,Skiepko,mężczyzna,25-11-1997,al. Wrocławska 752 42-345 Sieradz,"['Wielki Odkrywca', 'Ekspercki Analizator Danych']"
924,Ewelina,Kasznia,kobieta,02-12-1999,plac Brzechwy 60 62-158 Chełm,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Wielki Odkrywca']"
925,Sylwia,Karmelita,kobieta,11-01-1997,ulica Kolonia 09/87 58-670 Rzeszów,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver', 'Guru Matematyki']"
926,Konrad,Kajdas,mężczyzna,23-01-1991,ulica Brzechwy 85 98-542 Tychy,[]
927,Melania,Browarczyk,kobieta,12-12-1993,ul. Wiatraczna 30/45 47-106 Siedlce,"['Guru Matematyki', 'Zaangażowany Twórca', 'Guru Matematyki']"
928,Mariusz,Pietrak,mężczyzna,24-06-1997,al. Brzechwy 06 26-437 Ostrowiec Świętokrzyski,[]
929,Daniel,Wódka,mężczyzna,22-02-2003,ul. Toruńska 13/04 40-739 Wyszków,"['Technologiczny Wizjoner', 'Mistrz Kodowania']"
930,Kamil,Jędrak,mężczyzna,06-04-1989,ulica Jeziorna 28 03-632 Piotrków Trybunalski,[]
931,Adrianna,Kott,kobieta,08-03-2002,aleja Pogodna 19 05-153 Zgierz,"['Zaangażowany Twórca', 'Kreatywny Problem Solver']"
932,Hubert,Wojtera,mężczyzna,05-04-1986,ul. Powstańców Śląskich 13/77 81-845 Krotoszyn,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
933,Olgierd,Block,mężczyzna,21-12-2000,aleja Jabłoniowa 647 19-840 Głogów,"['Guru Matematyki', 'Wielki Odkrywca']"
934,Kazimierz,Gumienny,mężczyzna,17-07-2000,ulica Boczna 83/14 13-769 Świętochłowice,"['Mistrz Kodowania', 'Kreatywny Problem Solver']"
935,Andrzej,Stawczyk,mężczyzna,07-07-1997,ulica Mostowa 09 71-299 Jarocin,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Wielki Odkrywca']"
936,Stefan,Jagiełka,mężczyzna,16-01-1995,ulica Łączna 213 54-688 Świdnik,['Ambitny Naukowiec']
937,Albert,Składanek,mężczyzna,12-07-2001,al. Wieniawskiego 40/67 57-001 Zduńska Wola,"['Doskonały Komunikator', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
938,Gaja,Graj,kobieta,30-10-1988,plac Zaułek 53/36 29-996 Siedlce,"['Guru Matematyki', 'Doskonały Komunikator', 'Guru Matematyki', 'Technologiczny Wizjoner']"
939,Fryderyk,Prokopczyk,mężczyzna,04-01-1991,aleja Zapolskiej 058 27-732 Katowice,"['Ambitny Naukowiec', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
940,Karol,Bas,mężczyzna,29-11-1996,plac Lubelska 71/13 79-940 Jelenia Góra,[]
941,Kajetan,Horbacz,mężczyzna,25-11-1988,pl. Wybickiego 84 79-759 Łaziska Górne,"['Mistrz Kodowania', 'Innowacyjny Programista']"
942,Adrian,Strządała,mężczyzna,22-08-1993,aleja Poziomkowa 67/65 88-219 Siemianowice Śląskie,['Zaangażowany Twórca']
943,Fabian,Miechowicz,mężczyzna,26-05-1990,aleja Jaworowa 17 35-123 Przemyśl,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
944,Ryszard,Anders,mężczyzna,21-11-1997,aleja Ciasna 39/23 09-567 Toruń,['Zaangażowany Twórca']
945,Ewelina,Szelest,kobieta,02-03-1987,plac Tulipanowa 21 63-972 Słupsk,"['Mistrz Kodowania', 'Wielki Odkrywca']"
946,Ernest,Kość,mężczyzna,11-10-2001,al. Cmentarna 84/97 60-635 Śrem,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
947,Melania,Bochnak,kobieta,26-11-2003,plac Parkowa 38/24 42-671 Olsztyn,"['Technologiczny Wizjoner', 'Doskonały Komunikator', 'Kreatywny Problem Solver']"
948,Lidia,Żyto,kobieta,29-12-2000,aleja Spółdzielcza 52 85-611 Gorzów Wielkopolski,"['Ambitny Naukowiec', 'Technologiczny Wizjoner']"
949,Kamila,Grund,kobieta,03-02-1995,ulica Narutowicza 63/95 76-784 Malbork,['Mistrz Kodowania']
950,Gaja,Solich,kobieta,28-12-1987,pl. Wesoła 30 15-301 Gdynia,"['Kreatywny Problem Solver', 'Mistrz Kodowania', 'Doskonały Komunikator', 'Kreatywny Problem Solver']"
951,Mikołaj,Joniak,mężczyzna,24-08-1996,ulica Majowa 57 12-063 Giżycko,[]
952,Ewelina,Glegoła,kobieta,07-05-1991,plac Jabłoniowa 937 47-839 Dąbrowa Górnicza,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Zaangażowany Twórca']"
953,Olgierd,Zięciak,mężczyzna,24-04-1997,plac Gdańska 997 09-312 Tarnowskie Góry,[]
954,Stanisław,Świgoń,mężczyzna,29-06-1996,al. Chełmońskiego 62/25 40-808 Gniezno,[]
955,Aurelia,Szykuła,kobieta,01-08-1988,plac Poprzeczna 70/25 92-753 Wrocław,[]
956,Tola,Bona,kobieta,23-02-1983,pl. Młynarska 01/16 92-729 Jelenia Góra,['Ambitny Naukowiec']
957,Ewelina,Sporek,kobieta,12-08-2001,aleja Ogrodowa 24/46 46-142 Augustów,"['Doskonały Komunikator', 'Zaangażowany Twórca']"
958,Bartek,Dyczko,mężczyzna,22-06-1990,ulica Orzechowa 16 36-086 Radom,"['Wielki Odkrywca', 'Guru Matematyki']"
959,Jerzy,Ścibior,mężczyzna,13-05-1988,ulica Jana 86 76-235 Mikołów,['Kreatywny Problem Solver']
960,Julian,Drela,mężczyzna,03-07-2000,aleja Czereśniowa 00/79 18-311 Głogów,['Ekspercki Analizator Danych']
961,Gabriel,Nestorowicz,mężczyzna,01-12-1987,pl. Krasickiego 19 11-381 Kościan,[]
962,Apolonia,Skalik,kobieta,08-02-1990,al. Krasickiego 79 14-606 Zgorzelec,[]
963,Bianka,Bakun,kobieta,03-09-1996,ul. Mała 546 06-060 Ostrów Mazowiecka,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
964,Igor,Sych,mężczyzna,05-07-1996,ulica Malczewskiego 913 91-872 Jaworzno,[]
965,Tola,Zimoń,kobieta,30-05-1998,ulica Topolowa 78/47 53-948 Wołomin,['Zaangażowany Twórca']
966,Tobiasz,Kowala,mężczyzna,12-03-1984,plac Jana Sobieskiego 38/60 60-988 Kielce,"['Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
967,Blanka,Dobroń,kobieta,23-12-2003,ulica Wypoczynkowa 79/12 03-562 Skarżysko-Kamienna,"['Innowacyjny Programista', 'Doskonały Komunikator']"
968,Józef,Halik,mężczyzna,27-09-1987,plac Listopada 413 86-193 Warszawa,[]
969,Maksymilian,Mirga,mężczyzna,05-05-1993,al. Jaśminowa 73/00 84-619 Ruda Śląska,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Wielki Odkrywca']"
970,Marika,Drewnik,kobieta,26-02-2001,al. Jana 879 50-340 Zawiercie,"['Zaangażowany Twórca', 'Innowacyjny Programista']"
971,Kalina,Sołtysek,kobieta,02-04-1997,ulica Złota 117 34-785 Gdańsk,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
972,Jan,Kostek,mężczyzna,29-07-1999,aleja Łąkowa 261 72-215 Katowice,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Wielki Odkrywca']"
973,Sara,Marcol,kobieta,02-08-1992,al. Krzywa 66/20 84-444 Kętrzyn,[]
974,Jędrzej,Biegała,mężczyzna,11-12-1987,pl. Radosna 288 51-552 Kołobrzeg,"['Wielki Odkrywca', 'Kreatywny Problem Solver']"
975,Tymon,Pałgan,mężczyzna,25-08-1992,aleja Malinowa 397 18-858 Tarnowskie Góry,[]
976,Dagmara,Ludwiniak,kobieta,18-01-1985,al. Letniskowa 319 81-042 Łomża,[]
977,Nikodem,Mikosz,mężczyzna,02-08-1998,al. Przemysłowa 180 18-869 Zgorzelec,[]
978,Kajetan,Kunka,mężczyzna,18-08-1984,ul. Magnoliowa 17 54-554 Reda,"['Wielki Odkrywca', 'Technologiczny Wizjoner']"
979,Albert,Knysak,mężczyzna,06-07-1994,aleja Jaskółcza 894 63-186 Gorzów Wielkopolski,"['Innowacyjny Programista', 'Wielki Odkrywca']"
980,Tadeusz,Barcz,mężczyzna,02-11-1987,ulica Odrzańska 59/26 03-557 Koło,[]
981,Janina,Salomon,kobieta,05-07-1990,ulica Brzoskwiniowa 702 50-567 Gliwice,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner', 'Zaangażowany Twórca']"
982,Aurelia,Bachanek,kobieta,06-05-1986,al. Nadrzeczna 07 53-728 Lubartów,[]
983,Stefan,Szymula,mężczyzna,05-11-1998,pl. Narutowicza 700 79-972 Wołomin,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych']"
984,Olaf,Dzidek,mężczyzna,27-06-1991,al. Strumykowa 96 70-007 Koło,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
985,Patryk,Fiedler,mężczyzna,02-12-1982,plac Rajska 21 67-395 Szczytno,[]
986,Lidia,Naglik,kobieta,13-03-1997,plac Kolejowa 02/16 45-481 Biłgoraj,"['Ekspercki Analizator Danych', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Innowacyjny Programista']"
987,Eryk,Smoter,mężczyzna,23-09-2005,al. Wesoła 82/60 32-315 Jelenia Góra,"['Technologiczny Wizjoner', 'Innowacyjny Programista', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
988,Leon,Kozaczuk,mężczyzna,19-08-1995,aleja Jana Pawła II 385 15-889 Chełm,['Doskonały Komunikator']
989,Ida,Hamera,kobieta,14-05-1992,ulica Polna 75/61 55-625 Kościerzyna,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Innowacyjny Programista']"
990,Norbert,Franaszek,mężczyzna,05-08-2001,ulica Dobra 430 37-896 Będzin,[]
991,Stefan,Trzcionka,mężczyzna,19-03-1992,ul. Śląska 35/08 72-842 Bochnia,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
992,Szymon,Gęgotek,mężczyzna,18-02-1998,plac Owocowa 816 19-658 Elbląg,"['Ambitny Naukowiec', 'Mistrz Kodowania', 'Mistrz Kodowania', 'Innowacyjny Programista']"
993,Radosław,Muc,mężczyzna,21-01-1998,plac Wrzosowa 64 27-998 Skierniewice,['Ekspercki Analizator Danych']
994,Konstanty,Ziarek,mężczyzna,25-01-2001,pl. Młyńska 244 42-590 Rybnik,['Innowacyjny Programista']
995,Tobiasz,Oleksik,mężczyzna,13-07-2002,ul. Myśliwska 56 45-218 Police,"['Ambitny Naukowiec', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
996,Julita,Czochara,kobieta,07-05-1996,ulica Dojazdowa 082 46-248 Ząbki,"['Doskonały Komunikator', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Guru Matematyki']"
997,Ewa,Snoch,kobieta,21-12-1999,pl. Wyszyńskiego 44/74 26-694 Knurów,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Mistrz Kodowania']"
998,Robert,Budych,mężczyzna,07-09-1986,pl. Krucza 667 07-115 Piaseczno,['Zaangażowany Twórca']
999,Adam,Orman,mężczyzna,04-11-2001,ulica Władysława Łokietka 05/28 86-998 Tczew,[]
