ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
844,Konstanty,Giża,mężczyzna,30-08-1985,aleja Głogowa 196 11-328 Inowrocław,[]
845,Krystyna,Kościelak,kobieta,23-10-2001,ulica Zachodnia 41/42 60-085 Pszczyna,['Wielki Odkrywca']
846,Norbert,Graboś,mężczyzna,03-06-1995,plac Kilińskiego 894 96-462 Gorlice,"['Doskonały Komunikator', 'Technologiczny Wizjoner']"
847,Kornelia,Żugaj,kobieta,13-07-2001,plac Wesoła 538 93-661 Brodnica,['Doskonały Komunikator']
848,Róża,Kuska,kobieta,09-11-1988,aleja Rózana 34/06 30-037 Pruszków,"['Doskonały Komunikator', 'Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Doskonały Komunikator']"
849,Fryderyk,Komander,mężczyzna,03-06-1998,ul. Niecała 74 49-046 Lubliniec,['Wielki Odkrywca']
850,Sara,Skomra,kobieta,14-11-1984,ul. Gdańska 578 30-194 Chorzów,['Innowacyjny Programista']
851,Artur,Trybuś,mężczyzna,21-06-2003,al. Zamkowa 568 66-514 Ruda Śląska,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
852,Julita,Franiak,kobieta,07-02-2005,aleja Okrężna 21 05-561 Ostrołęka,"['Wielki Odkrywca', 'Technologiczny Wizjoner', 'Innowacyjny Programista']"
853,Iwo,Bakun,mężczyzna,09-08-2004,aleja Warszawska 43 61-272 Czeladź,"['Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
854,Oskar,Wawrzyk,mężczyzna,07-06-1998,ul. Zakole 62 24-321 Legnica,[]
855,Anastazja,Kliber,kobieta,06-01-1997,pl. Borowa 10/42 05-448 Włocławek,['Technologiczny Wizjoner']
856,Andrzej,Kolarczyk,mężczyzna,21-09-1993,ulica Wiatraczna 10 27-655 Rybnik,"['Innowacyjny Programista', 'Ekspercki Analizator Danych']"
857,Sonia,Łabuś,kobieta,27-10-2004,pl. Kazimierza Wielkiego 72 40-538 Wałcz,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Wielki Odkrywca', 'Guru Matematyki']"
858,Ida,Świech,kobieta,26-08-2002,plac Górna 224 81-189 Brzeg,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Mistrz Kodowania']"
859,Hubert,Staręga,mężczyzna,30-10-1996,pl. Przechodnia 384 57-924 Nowa Sól,"['Guru Matematyki', 'Wielki Odkrywca']"
860,Daniel,Długajczyk,mężczyzna,09-08-2000,pl. Jabłoniowa 43/20 72-215 Inowrocław,[]
861,Tadeusz,Zmyślony,mężczyzna,24-01-2005,aleja Działkowa 842 13-893 Elbląg,[]
862,Maks,Folga,mężczyzna,27-08-2001,aleja Sienkiewicza 26/35 59-021 Kutno,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
863,Sara,Żabka,kobieta,07-06-1990,aleja Kopernika 03/60 77-148 Toruń,['Guru Matematyki']
864,Agnieszka,Miśkowiec,kobieta,14-05-1996,ulica Krańcowa 83/74 32-384 Piekary Śląskie,['Guru Matematyki']
865,Michał,Michnik,mężczyzna,05-02-2002,al. Kolorowa 053 59-117 Police,[]
866,Krzysztof,Bytner,mężczyzna,18-01-1993,plac Czereśniowa 86 21-793 Kościerzyna,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Mistrz Kodowania', 'Innowacyjny Programista']"
867,Maciej,Pazik,mężczyzna,06-01-2003,plac Szewska 605 59-059 Dzierżoniów,['Guru Matematyki']
868,Rozalia,Rohde,kobieta,30-06-1987,plac Swierkowa 95 90-036 Oświęcim,[]
869,Fabian,Gajcy,mężczyzna,04-09-2000,ulica Dobra 813 95-224 Turek,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych']"
870,Krzysztof,Malesza,mężczyzna,09-12-2003,ul. Wojciecha 30 80-768 Dębica,"['Kreatywny Problem Solver', 'Innowacyjny Programista']"
871,Kacper,Tomal,mężczyzna,22-04-1994,al. Młyńska 78 94-116 Zakopane,"['Technologiczny Wizjoner', 'Zaangażowany Twórca']"
872,Tadeusz,Chochół,mężczyzna,10-11-1991,aleja Głowackiego 11 04-448 Tczew,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Technologiczny Wizjoner', 'Doskonały Komunikator']"
873,Patryk,Grubba,mężczyzna,25-03-2001,al. Strzelecka 04/95 71-221 Bartoszyce,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Guru Matematyki']"
874,Adam,Turlej,mężczyzna,02-03-1996,ul. Daszyńskiego 549 18-498 Lubartów,"['Zaangażowany Twórca', 'Ekspercki Analizator Danych', 'Guru Matematyki', 'Wielki Odkrywca']"
875,Kalina,Drela,kobieta,15-03-1993,plac Wilcza 40/38 24-066 Ruda Śląska,[]
876,Natan,Gogola,mężczyzna,14-09-1988,plac Głogowa 982 80-617 Tarnów,[]
877,Roksana,Ćwierz,kobieta,08-10-2001,aleja Powstańców Wielkopolskich 65 67-115 Biała Podlaska,['Doskonały Komunikator']
878,Iwo,Joszko,mężczyzna,31-08-1984,aleja Norwida 655 14-009 Skierniewice,"['Doskonały Komunikator', 'Technologiczny Wizjoner']"
879,Marcelina,Morek,kobieta,11-08-1989,al. Konopnickiej 20 22-858 Olsztyn,['Guru Matematyki']
880,Oskar,Koczy,mężczyzna,08-06-1989,al. Skargi 45 90-909 Zielona Góra,[]
881,Iwo,Szulist,mężczyzna,26-09-1988,plac Łanowa 21 31-742 Kraków,"['Ekspercki Analizator Danych', 'Wielki Odkrywca']"
882,Inga,Kycia,kobieta,21-12-1982,ul. Słoneczna 36/87 66-117 Augustów,[]
883,Julita,Rembisz,kobieta,15-10-2004,ul. Głowackiego 75 44-700 Siedlce,"['Kreatywny Problem Solver', 'Mistrz Kodowania', 'Doskonały Komunikator']"
884,Adrian,Żero,mężczyzna,07-09-2001,aleja Głowackiego 83 27-417 Zgorzelec,"['Guru Matematyki', 'Doskonały Komunikator']"
885,Monika,Policht,kobieta,03-02-2002,pl. Szeroka 48 17-632 Leszno,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Ambitny Naukowiec', 'Technologiczny Wizjoner']"
886,Daniel,Keler,mężczyzna,09-05-1994,plac Gołębia 058 59-003 Zakopane,[]
887,Mikołaj,Witkowicz,mężczyzna,06-04-1996,aleja Letnia 40 97-356 Konin,[]
888,Olaf,Jakóbiak,mężczyzna,20-01-1995,ulica Narcyzowa 88 95-384 Starogard Gdański,[]
889,Kornelia,Piechna,kobieta,10-08-2003,aleja Kościelna 24/09 76-282 Cieszyn,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
890,Dawid,Kryza,mężczyzna,11-08-2000,plac Wyspiańskiego 933 67-775 Kościan,['Innowacyjny Programista']
891,Dariusz,Żółkiewicz,mężczyzna,07-04-1999,ulica Agrestowa 68 18-768 Piła,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
892,Albert,Lisik,mężczyzna,04-09-1990,pl. Kazimierza Wielkiego 048 09-430 Świecie,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
893,Sandra,Jonak,kobieta,20-10-1983,aleja Wybickiego 43/42 14-905 Kościerzyna,"['Ambitny Naukowiec', 'Mistrz Kodowania']"
894,Kazimierz,Szołtysik,mężczyzna,07-09-2002,aleja Chmielna 93/14 62-406 Brodnica,[]
895,Monika,Bochnia,kobieta,09-07-1991,ulica Nowa 25 63-053 Gniezno,"['Zaangażowany Twórca', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
896,Aleksander,Frączkiewicz,mężczyzna,03-08-2004,ul. Widok 613 81-274 Szczecinek,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
897,Janina,Misiejuk,kobieta,25-03-1990,aleja Skośna 67 49-722 Piła,"['Wielki Odkrywca', 'Doskonały Komunikator', 'Guru Matematyki']"
898,Ksawery,Kurzak,mężczyzna,08-08-1989,al. Perłowa 80 37-362 Słupsk,"['Zaangażowany Twórca', 'Doskonały Komunikator', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
899,Adam,Siudek,mężczyzna,24-09-1985,plac Śląska 23/81 01-330 Racibórz,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Innowacyjny Programista']"
900,Jakub,Kucab,mężczyzna,06-10-2002,pl. Cisowa 32/53 21-293 Wałcz,"['Mistrz Kodowania', 'Guru Matematyki', 'Wielki Odkrywca', 'Ekspercki Analizator Danych']"
901,Witold,Grabara,mężczyzna,04-01-1988,al. Klonowa 307 87-721 Opole,['Innowacyjny Programista']
902,Jerzy,Skutnik,mężczyzna,26-11-1988,pl. Bolesława Krzywoustego 65 88-528 Krosno,"['Innowacyjny Programista', 'Ambitny Naukowiec']"
903,Grzegorz,Ambrożewicz,mężczyzna,22-02-2003,ul. Magnoliowa 01/95 23-747 Łomża,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
904,Nicole,Starzak,mężczyzna,23-06-1983,plac Ludowa 35/85 07-058 Bełchatów,['Guru Matematyki']
905,Olga,Galica,kobieta,17-08-1990,al. Bursztynowa 21 78-987 Świętochłowice,"['Mistrz Kodowania', 'Wielki Odkrywca', 'Zaangażowany Twórca']"
906,Jakub,Bilik,mężczyzna,08-07-1997,plac Modrzewiowa 78/15 81-524 Warszawa,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
907,Sandra,Sobolak,kobieta,26-07-1992,pl. Plater 50 10-395 Ostrowiec Świętokrzyski,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Guru Matematyki']"
908,Lidia,Miechowicz,kobieta,08-10-1983,plac Tylna 987 39-365 Dąbrowa Górnicza,['Ambitny Naukowiec']
909,Adrianna,Lampart,kobieta,16-06-1986,aleja Krucza 54 44-290 Szczytno,['Doskonały Komunikator']
910,Kamil,Dunal,mężczyzna,03-10-1986,ulica Fabryczna 827 75-080 Olkusz,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Wielki Odkrywca', 'Wielki Odkrywca']"
911,Rozalia,Kidoń,kobieta,16-11-1998,ul. Wilcza 75/43 16-241 Puławy,"['Ambitny Naukowiec', 'Guru Matematyki', 'Ambitny Naukowiec']"
912,Julita,Błażejak,kobieta,03-07-1986,al. Nadrzeczna 22 34-325 Ruda Śląska,['Ambitny Naukowiec']
913,Marianna,Twardy,kobieta,21-03-1997,pl. Skrajna 72 35-423 Kutno,"['Guru Matematyki', 'Ekspercki Analizator Danych']"
914,Sonia,Franczuk,kobieta,20-12-1992,ulica Kamienna 940 46-935 Kędzierzyn-Koźle,[]
915,Kamil,Rompa,mężczyzna,24-07-1992,ulica Koralowa 454 53-656 Łowicz,"['Ekspercki Analizator Danych', 'Mistrz Kodowania']"
916,Nicole,Łacina,mężczyzna,26-01-1983,al. Ceglana 28/23 79-865 Stalowa Wola,[]
917,Kacper,Młotek,mężczyzna,28-03-1999,pl. Promienna 128 87-816 Nowy Targ,"['Wielki Odkrywca', 'Zaangażowany Twórca', 'Innowacyjny Programista']"
918,Wojciech,Krata,mężczyzna,14-10-1992,al. Majowa 688 61-519 Mikołów,[]
919,Olgierd,Szynkiewicz,mężczyzna,17-02-2005,pl. Zielna 404 22-931 Środa Wielkopolska,"['Zaangażowany Twórca', 'Doskonały Komunikator', 'Zaangażowany Twórca']"
920,Emil,Macha,mężczyzna,16-07-2003,aleja Wrocławska 62 01-271 Grudziądz,"['Mistrz Kodowania', 'Technologiczny Wizjoner']"
921,Bartek,Oziębło,mężczyzna,12-02-1997,plac Harcerska 86 75-573 Oława,['Ekspercki Analizator Danych']
922,Radosław,Kazberuk,mężczyzna,29-11-1996,plac Rajska 33/03 20-708 Stargard Szczeciński,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
923,Fryderyk,Janasz,mężczyzna,11-12-1999,aleja Owocowa 27/61 77-693 Bochnia,[]
924,Janina,Jarosiewicz,kobieta,30-04-1991,plac Owocowa 08 60-497 Ełk,"['Innowacyjny Programista', 'Mistrz Kodowania', 'Innowacyjny Programista']"
925,Albert,Płaneta,mężczyzna,03-12-1994,aleja Batalionów Chłopskich 007 57-497 Leszno,"['Innowacyjny Programista', 'Doskonały Komunikator', 'Guru Matematyki']"
926,Anita,Bernatowicz,kobieta,05-01-1988,pl. Sybiraków 385 47-636 Ostrów Mazowiecka,"['Innowacyjny Programista', 'Guru Matematyki', 'Mistrz Kodowania', 'Technologiczny Wizjoner']"
927,Agnieszka,Leśny,kobieta,02-11-1993,al. Wesoła 42 29-778 Środa Wielkopolska,['Technologiczny Wizjoner']
928,Damian,Fąferek,mężczyzna,29-09-2004,plac Szafirowa 62 95-721 Malbork,"['Mistrz Kodowania', 'Kreatywny Problem Solver']"
929,Ewelina,Wardziak,kobieta,12-12-2000,aleja Borówkowa 475 35-597 Otwock,['Ekspercki Analizator Danych']
930,Marcel,Łaskawiec,mężczyzna,07-10-1992,ulica Kolonia 05 26-412 Knurów,['Doskonały Komunikator']
931,Cezary,Hojda,mężczyzna,15-05-1984,ulica Piaskowa 78 34-053 Inowrocław,['Ambitny Naukowiec']
932,Monika,Chaberek,kobieta,18-06-1997,ul. Klonowa 79 77-201 Olkusz,"['Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
933,Ada,Franas,kobieta,13-05-1999,ul. Brzozowa 07 55-875 Gliwice,"['Guru Matematyki', 'Mistrz Kodowania', 'Innowacyjny Programista', 'Zaangażowany Twórca']"
934,Eliza,Lazarek,kobieta,27-07-1991,ulica Rózana 30/97 86-773 Kwidzyn,[]
935,Marianna,Heinrich,kobieta,25-04-1998,aleja Lisia 739 05-569 Słupsk,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
936,Julianna,Słomian,kobieta,23-10-2005,al. Powstańców Wielkopolskich 883 27-708 Goleniów,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
937,Anna Maria,Kazana,kobieta,22-12-2000,ul. Lipca 34 04-009 Kwidzyn,[]
938,Ada,Żołna,kobieta,18-09-2003,aleja Staffa 75/08 11-202 Czeladź,['Technologiczny Wizjoner']
939,Damian,Jarmużek,mężczyzna,04-10-2000,plac Moniuszki 193 46-495 Lubliniec,['Mistrz Kodowania']
940,Angelika,Wikło,kobieta,28-01-1998,ulica Warszawska 53 08-650 Konin,[]
941,Dominik,Kłosiewicz,mężczyzna,18-06-1989,plac Wolności 56 57-844 Biłgoraj,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Zaangażowany Twórca']"
942,Angelika,Olchawa,kobieta,06-04-1996,plac Topolowa 02/05 05-826 Elbląg,"['Technologiczny Wizjoner', 'Mistrz Kodowania']"
943,Mieszko,Szatko,mężczyzna,17-11-2001,ulica Mała 66/33 49-263 Augustów,[]
944,Jacek,Ziemkiewicz,mężczyzna,17-06-2004,al. Topolowa 19 23-988 Skarżysko-Kamienna,[]
945,Gaja,Elias,kobieta,16-09-1989,pl. Pocztowa 07 02-641 Gniezno,"['Guru Matematyki', 'Kreatywny Problem Solver']"
946,Marcel,Roch,mężczyzna,25-10-1985,pl. Konstytucji 3 Maja 07/10 46-198 Olkusz,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Guru Matematyki']"
947,Krystian,Budzyń,mężczyzna,05-03-1990,plac Asnyka 69/21 22-383 Białystok,"['Wielki Odkrywca', 'Technologiczny Wizjoner']"
948,Bianka,Kara,kobieta,25-08-1988,ul. Promienna 381 87-502 Białystok,['Guru Matematyki']
949,Maciej,Swiątek,mężczyzna,12-03-1990,pl. Solidarnosci 82 62-221 Marki,['Guru Matematyki']
950,Tadeusz,Grzesiek,mężczyzna,07-06-1997,ul. Czarnieckiego 86 68-074 Brodnica,"['Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
951,Damian,Janoszek,mężczyzna,18-10-1997,ul. Żeglarska 17/79 27-960 Płońsk,"['Ekspercki Analizator Danych', 'Wielki Odkrywca']"
952,Tomasz,Białach,mężczyzna,06-11-2003,aleja Władysława Łokietka 67 98-090 Zakopane,['Ekspercki Analizator Danych']
953,Adam,Hajduga,mężczyzna,31-05-1992,ul. Żabia 25/45 92-263 Brodnica,"['Innowacyjny Programista', 'Guru Matematyki', 'Kreatywny Problem Solver']"
954,Iwo,Matynia,mężczyzna,03-04-1992,aleja Zamkowa 297 86-684 Mikołów,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
955,Jeremi,Aleksandrzak,mężczyzna,09-09-1999,pl. Zdrojowa 141 95-739 Dąbrowa Górnicza,[]
956,Tobiasz,Palica,mężczyzna,29-08-2004,aleja Klonowa 97/04 67-837 Elbląg,[]
957,Maurycy,Piotrkowicz,mężczyzna,07-07-1994,ul. Kolejowa 97 14-221 Sieradz,['Technologiczny Wizjoner']
958,Paweł,Józwik,mężczyzna,26-08-1994,ulica Wróblewskiego 17/12 45-946 Ostrów Mazowiecka,[]
959,Konstanty,Wendt,mężczyzna,01-05-2004,ul. Jana 224 15-822 Kalisz,"['Ekspercki Analizator Danych', 'Innowacyjny Programista']"
960,Alex,Rudzik,mężczyzna,25-02-1984,plac Kościelna 44 88-384 Zabrze,['Innowacyjny Programista']
961,Sandra,Gamoń,kobieta,27-06-1992,ul. Rzemieślnicza 87/15 18-975 Starogard Gdański,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Wielki Odkrywca']"
962,Kamil,Drobniak,mężczyzna,06-02-1985,aleja Żabia 27/28 72-313 Krotoszyn,[]
963,Robert,Mik,mężczyzna,27-12-1997,pl. Składowa 40/32 11-433 Nowy Targ,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
964,Kamil,Lenarcik,mężczyzna,15-11-1993,al. Wspólna 62 72-541 Wejherowo,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
965,Adrian,Heba,mężczyzna,19-02-1994,pl. Wyzwolenia 44 78-946 Wągrowiec,"['Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Zaangażowany Twórca']"
966,Karol,Kawiak,mężczyzna,11-01-1986,ulica Boczna 58/09 35-829 Dębica,"['Zaangażowany Twórca', 'Wielki Odkrywca', 'Ambitny Naukowiec']"
967,Norbert,Kolek,mężczyzna,19-01-2000,ul. Zachodnia 69/77 89-605 Nowy Sącz,['Zaangażowany Twórca']
968,Oskar,Bobko,mężczyzna,01-08-1995,al. Chopina 24/40 17-172 Piekary Śląskie,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Guru Matematyki']"
969,Rafał,Słupik,mężczyzna,11-08-2003,al. Sienkiewicza 69 52-624 Wyszków,['Doskonały Komunikator']
970,Szymon,Andrejczuk,mężczyzna,06-06-2003,plac Pułaskiego 604 59-656 Września,[]
971,Marek,Popielarczyk,mężczyzna,12-07-2003,plac Narutowicza 55/74 24-897 Olsztyn,"['Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Guru Matematyki']"
972,Jeremi,Szyba,mężczyzna,04-10-2003,ul. Truskawkowa 114 76-118 Szczecinek,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
973,Aleks,Chyb,mężczyzna,07-07-1993,ulica Leśna 354 24-429 Malbork,"['Wielki Odkrywca', 'Technologiczny Wizjoner']"
974,Gabriel,Wydmuch,mężczyzna,05-03-2000,ul. Fabryczna 70 84-658 Koszalin,[]
975,Sonia,Konstanty,kobieta,29-09-1994,al. Ściegiennego 17/16 23-145 Białystok,['Mistrz Kodowania']
976,Kamil,Forma,mężczyzna,02-06-2003,ul. Szewska 771 16-348 Otwock,"['Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
977,Tola,Madziar,kobieta,09-07-1993,ulica Miarki 51/22 21-553 Koło,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver']"
978,Bartek,Heczko,mężczyzna,01-01-1991,al. Lelewela 594 30-693 Opole,['Ambitny Naukowiec']
979,Ryszard,Kapciak,mężczyzna,03-12-1991,ulica Strażacka 15/08 78-489 Biała Podlaska,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
980,Monika,Szkatuła,kobieta,23-09-1984,ul. Dworcowa 67 78-678 Rumia,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Doskonały Komunikator']"
981,Ada,Czylok,kobieta,28-05-1998,plac Zwycięstwa 657 59-747 Goleniów,['Kreatywny Problem Solver']
982,Borys,Domino,mężczyzna,19-06-1987,pl. Lwowska 49 71-419 Białogard,['Guru Matematyki']
983,Maks,Bryczek,mężczyzna,04-01-1998,ul. Lelewela 83 20-518 Świętochłowice,"['Ambitny Naukowiec', 'Guru Matematyki', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
984,Jędrzej,Leonowicz,mężczyzna,19-08-2000,plac Strumykowa 67/35 53-641 Głogów,[]
985,Gaja,Boś,kobieta,29-06-2001,ul. Rzeczna 76/46 29-637 Słupsk,['Ekspercki Analizator Danych']
986,Kalina,Ochab,kobieta,21-12-1992,al. Dworska 19 19-141 Starogard Gdański,"['Mistrz Kodowania', 'Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
987,Michał,Paprotny,mężczyzna,15-12-2000,pl. Średnia 20/63 84-827 Wyszków,['Zaangażowany Twórca']
988,Stanisław,Kusik,mężczyzna,25-03-2004,ul. Stefana Batorego 85 72-650 Tychy,"['Doskonały Komunikator', 'Innowacyjny Programista']"
989,Ryszard,Zaczyk,mężczyzna,21-07-1993,aleja Jaskółcza 93/24 01-208 Wałcz,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
990,Julianna,Ostapiuk,kobieta,31-10-1985,ul. Górnicza 213 18-033 Giżycko,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Mistrz Kodowania']"
991,Ignacy,Krzykała,mężczyzna,06-02-1985,ulica Wyzwolenia 95 17-665 Gorzów Wielkopolski,"['Technologiczny Wizjoner', 'Technologiczny Wizjoner']"
992,Aurelia,Wilma,kobieta,19-10-1998,ul. Cicha 129 46-501 Iława,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
993,Ernest,Sura,mężczyzna,29-03-1992,ul. Słoneczna 44/80 32-477 Żory,"['Ekspercki Analizator Danych', 'Technologiczny Wizjoner', 'Wielki Odkrywca', 'Innowacyjny Programista']"
994,Antoni,Górkiewicz,mężczyzna,23-07-1999,plac Plażowa 90 31-686 Radomsko,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
995,Cezary,Kostera,mężczyzna,01-07-2000,al. Sienkiewicza 65/42 69-542 Piekary Śląskie,['Guru Matematyki']
996,Liwia,Wesoły,kobieta,06-10-1990,pl. Długa 86 30-199 Pruszków,['Innowacyjny Programista']
997,Tymoteusz,Kanik,mężczyzna,05-01-2003,plac Środkowa 524 53-596 Żory,['Technologiczny Wizjoner']
998,Dagmara,Ostafin,kobieta,16-12-1996,al. Polna 50 28-891 Ostrów Mazowiecka,"['Guru Matematyki', 'Guru Matematyki', 'Ambitny Naukowiec']"
999,Iwo,Roskosz,mężczyzna,26-04-1987,ul. Mazowiecka 89 41-502 Cieszyn,"['Mistrz Kodowania', 'Doskonały Komunikator']"
1000,Gaja,Wiaderek,kobieta,22-05-2004,pl. Azaliowa 11 37-216 Bartoszyce,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
1001,Adam,Kral,mężczyzna,22-10-1990,ul. Strumykowa 174 89-585 Łaziska Górne,"['Doskonały Komunikator', 'Technologiczny Wizjoner']"
1002,Olgierd,Kozdroń,mężczyzna,09-04-2005,al. Stefana Batorego 31 77-661 Zabrze,['Zaangażowany Twórca']
1003,Jan,Milej,mężczyzna,12-04-2001,pl. Kalinowa 99 76-141 Lublin,"['Guru Matematyki', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver']"
1004,Aurelia,Dietrich,kobieta,01-10-1988,ul. Bydgoska 216 92-507 Czerwionka-Leszczyny,['Wielki Odkrywca']
1005,Bruno,Paluszak,mężczyzna,22-05-2004,aleja Dojazdowa 086 35-487 Chrzanów,['Innowacyjny Programista']
1006,Monika,Kubów,kobieta,12-11-1992,ulica Lipowa 32 47-637 Sosnowiec,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Wielki Odkrywca']"
1007,Marika,Żyrek,kobieta,04-09-1998,al. Bukowa 89 24-146 Puławy,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
1008,Tomasz,Kornak,mężczyzna,21-10-2005,ulica Stroma 83 05-088 Mikołów,"['Wielki Odkrywca', 'Guru Matematyki', 'Technologiczny Wizjoner', 'Zaangażowany Twórca']"
1009,Bartek,Basak,mężczyzna,31-10-2004,aleja Bankowa 71/50 89-194 Zambrów,['Ekspercki Analizator Danych']
1010,Adrian,Owsiak,mężczyzna,16-12-1986,plac Podleśna 97 28-531 Bielsko-Biała,"['Doskonały Komunikator', 'Kreatywny Problem Solver', 'Mistrz Kodowania']"
1011,Natasza,Rudyk,kobieta,11-08-1999,aleja Kwiatowa 28/50 58-056 Poznań,"['Ekspercki Analizator Danych', 'Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
1012,Anna Maria,Bruś,kobieta,29-04-1995,ulica Wilcza 803 54-861 Elbląg,['Zaangażowany Twórca']
1013,Adrian,Młot,mężczyzna,20-01-2001,al. Mazurska 450 55-650 Olkusz,"['Doskonały Komunikator', 'Technologiczny Wizjoner', 'Innowacyjny Programista']"
1014,Kornel,Kułach,mężczyzna,11-12-1992,aleja Nadrzeczna 15 97-050 Zambrów,"['Guru Matematyki', 'Doskonały Komunikator', 'Doskonały Komunikator', 'Mistrz Kodowania']"
1015,Natan,Dobosiewicz,mężczyzna,22-08-2005,al. Letnia 46 82-325 Zambrów,[]
1016,Dariusz,Kociemba,mężczyzna,02-12-1993,pl. Świerczewskiego 524 28-693 Sosnowiec,['Zaangażowany Twórca']
1017,Iwo,Szlęk,mężczyzna,31-01-1988,ulica Piekarska 44 15-591 Pruszcz Gdański,[]
1018,Sylwia,Rolek,kobieta,14-08-1984,al. Źródlana 01 91-034 Starogard Gdański,[]
