ID,Imie,Nazwisko,P³eæ,Data urodzenia,Adres
950,Patryk,B³a¿ejewicz,mê¿czyzna,2005-10-04,plac Paderewskiego 018 80-535 Jastrzêbie-Zdrój
951,Albert,Danilczuk,mê¿czyzna,2003-01-31,al. Zwyciêstwa 60/63 58-674 Lubliniec
952,Karol,S³yk,mê¿czyzna,1984-12-19,aleja Morska 27 56-920 Szczytno
953,Kalina,Bazylewicz,kobieta,1986-02-19,al. Kamienna 67/10 94-630 Nowa Sól
954,Przemys³aw,Procek,mê¿czyzna,1996-10-18,pl. Klonowa 735 81-990 Leszno
955,Tobiasz,Sporek,mê¿czyzna,1996-02-22,ul. Toruñska 38/54 28-594 Wa³cz
956,Patryk,Kubasiewicz,mê¿czyzna,2004-06-23,ulica Poziomkowa 00 85-561 Racibórz
957,Bartek,Pastuszko,mê¿czyzna,1994-12-18,al. Borówkowa 80 52-535 Miko³ów
958,Natasza,Knapek,kobieta,1999-01-20,al. Konstytucji 3 Maja 852 86-754 Brzeg
959,Rozalia,Pyszczek,kobieta,2002-06-11,ul. Zau³ek 61/26 93-592 Tarnobrzeg
960,Olgierd,Bejma,mê¿czyzna,1995-01-25,aleja Armii Krajowej 405 31-919 Gorlice
961,Miko³aj,Wendt,mê¿czyzna,1996-06-24,ulica Kasztanowa 18 36-219 Zakopane
962,Mieszko,Wojniak,mê¿czyzna,1992-12-01,ul. Pa³acowa 047 83-329 Racibórz
963,Melania,Osiadacz,kobieta,2003-06-26,plac Lotnicza 18 48-172 Rzeszów
964,Filip,Zachwieja,mê¿czyzna,2004-09-20,ul. Œrednia 670 25-882 Zielona Góra
965,Janina,B¹bel,kobieta,1990-10-08,ulica Pi³sudskiego 48/28 57-529 Lubliniec
966,Urszula,Skrzecz,kobieta,1993-09-17,ulica Cmentarna 90 76-822 Œwidnica
967,Fryderyk,Karmelita,mê¿czyzna,1991-08-30,ulica Nowowiejska 77 73-750 Piaseczno
968,Pawe³,Kie³bus,mê¿czyzna,1997-07-14,ulica Ludowa 676 11-272 Wroc³aw
969,Olaf,Szuta,mê¿czyzna,1998-09-27,pl. Lipowa 20 92-286 Zawiercie
970,Olga,Noculak,kobieta,1988-06-17,plac Morcinka 76 68-673 Miko³ów
971,Dariusz,Peszko,mê¿czyzna,2002-01-19,ul. Hutnicza 71/41 36-994 Sosnowiec
972,Mateusz,Starêga,mê¿czyzna,1990-05-06,ulica Kaszubska 42/39 66-103 Ostrów Wielkopolski
973,Cyprian,Bartocha,mê¿czyzna,1996-08-01,ulica Szmaragdowa 85/92 39-701 Luboñ
974,Marianna,Kazior,kobieta,1984-03-05,ulica Weso³a 16 83-079 Elbl¹g
975,Marcin,Zdancewicz,mê¿czyzna,2000-12-10,ulica Mazurska 94 49-216 ¯yrardów
976,Janina,Szwiec,kobieta,1984-07-04,al. Myœliwska 16 37-335 Katowice
977,Natasza,Salach,kobieta,1985-05-04,pl. Krasiñskiego 35 53-900 Polkowice
978,Witold,Dziuban,mê¿czyzna,2004-05-06,pl. Go³êbia 42/26 12-480 Ruda Œl¹ska
979,Natasza,Tereszkiewicz,kobieta,1985-10-28,al. Okrê¿na 99 71-933 Piekary Œl¹skie
980,Borys,Wichary,mê¿czyzna,1993-06-18,plac Orzechowa 63/19 71-516 Gdynia
981,Natan,Wilkos,mê¿czyzna,1997-12-03,plac Zdrojowa 439 29-307 Nysa
982,Nicole,Samulak,mê¿czyzna,1987-02-10,al. Koœciuszki 302 42-990 Gliwice
983,Stanis³aw,Bacia,mê¿czyzna,2001-01-29,pl. Jagielloñska 47 73-008 Sosnowiec
984,Marcelina,Giedrojæ,kobieta,2003-08-20,al. Gajowa 743 44-668 Zielona Góra
985,Stefan,Cholewka,mê¿czyzna,2002-01-18,pl. Kiliñskiego 63/72 82-171 Jas³o
986,Lidia,Ocha³,kobieta,2002-08-14,plac Krzywa 61/07 66-445 Pruszków
987,Ignacy,Borzym,mê¿czyzna,1995-09-23,aleja Reja 142 95-193 Krosno
988,Anastazja,Hadaœ,kobieta,2005-01-13,pl. Bukowa 64/10 60-539 Ostrów Mazowiecka
989,Ida,Majzner,kobieta,1990-08-08,ul. Kopernika 60 43-392 Radom
990,Nataniel,Warmuz,mê¿czyzna,1993-03-30,aleja Stycznia 32/66 10-979 £owicz
991,Dawid,Toœ,mê¿czyzna,1984-01-16,al. Poprzeczna 94/64 12-192 Elbl¹g
992,Kalina,Demiañczuk,kobieta,1984-10-10,pl. Lipowa 63 78-979 Bia³a Podlaska
993,Olaf,Litwa,mê¿czyzna,1988-05-28,pl. Che³moñskiego 91 36-464 Wa³cz
994,Cezary,Hnat,mê¿czyzna,2000-11-29,pl. Armii Krajowej 04/03 38-063 Krotoszyn
995,Wiktor,Glapiak,mê¿czyzna,1994-02-25,al. ¯eglarska 95 43-581 Sosnowiec
996,Marcel,Nijak,mê¿czyzna,2000-01-22,pl. S³onecznikowa 738 14-126 Wodzis³aw Œl¹ski
997,Jakub,Keler,mê¿czyzna,1998-11-27,ulica Kazimierza Wielkiego 19 84-136 Kalisz
998,Robert,Gramza,mê¿czyzna,1994-07-22,al. Sawickiej 302 44-335 Sandomierz
999,Krystyna,Myk,kobieta,1990-11-28,ul. Je¿ynowa 30 83-186 I³awa
1000,Aniela,Dynak,kobieta,2004-01-25,pl. Kiliñskiego 808 74-445 Tarnów
1001,Blanka,KniaŸ,kobieta,1984-09-27,plac Moniuszki 580 67-639 Wyszków
1002,Ró¿a,Gryga,kobieta,1984-07-09,aleja Podwale 59/48 58-063 Jaros³aw
1003,Jakub,Elias,mê¿czyzna,1992-02-26,ulica Skrajna 202 04-603 Œroda Wielkopolska
1004,Klara,Banak,kobieta,2002-08-21,aleja Kolorowa 68 47-455 Zduñska Wola
1005,Olga,Knapek,kobieta,1999-11-17,ulica Cicha 97/82 98-883 Warszawa
1006,Fabian,Gaw³owicz,mê¿czyzna,1986-11-07,al. Brzozowa 84 61-310 Jas³o
1007,Dagmara,Piwowarek,kobieta,1988-08-12,al. Koœcielna 854 82-356 K³odzko
1008,Tymon,Janasz,mê¿czyzna,2005-01-04,aleja Floriana 101 07-888 Koœcian
1009,Monika,Hass,kobieta,2005-09-17,ulica Warszawska 14 30-443 Ciechanów
1010,Maciej,Janka,mê¿czyzna,1996-07-04,al. Przechodnia 21/15 74-699 Jelenia Góra
1011,Cezary,Mleczak,mê¿czyzna,1994-06-17,pl. Jana III Sobieskiego 06/91 97-364 Sopot
1012,Tobiasz,Bylina,mê¿czyzna,1988-12-09,plac Radosna 64/95 80-908 G³ogów
1013,Maurycy,Orpel,mê¿czyzna,2004-11-11,aleja Norwida 10 18-591 Pszczyna
1014,Marianna,Dyba³,kobieta,1992-12-06,pl. Targowa 28 71-496 P³ock
1015,Roksana,£okietek,kobieta,1984-11-15,pl. Fredry 49/43 43-523 Luboñ
1016,Maks,Imiela,mê¿czyzna,1993-07-28,aleja Jadwigi 75 04-803 Œrem
1017,Tobiasz,Ochota,mê¿czyzna,1989-03-18,ul. Wspólna 974 85-927 Wyszków
1018,Micha³,Cyrulik,mê¿czyzna,2004-11-15,aleja Starowiejska 16/78 08-096 Zambrów
1019,Patryk,Dryka,mê¿czyzna,2005-02-06,pl. Orzeszkowej 81 49-359 Ciechanów
1020,Krystian,Danilczuk,mê¿czyzna,1995-11-05,ulica Koœcielna 99 13-800 O³awa
1021,Cyprian,Malka,mê¿czyzna,1986-07-04,pl. Zak¹tek 55/67 41-988 Warszawa
1022,Gabriel,Paczos,mê¿czyzna,1999-02-17,pl. Reja 71/18 17-498 Nowy Dwór Mazowiecki
1023,Aleksander,Maciejuk,mê¿czyzna,1995-08-25,aleja Kowalska 73 15-894 Œroda Wielkopolska
1024,Aleksander,Pilarek,mê¿czyzna,2002-10-20,plac Skargi 916 94-042 Ko³o
1025,Nataniel,Kukie³a,mê¿czyzna,2004-09-02,ul. Skargi 58/04 29-371 Wodzis³aw Œl¹ski
1026,Olgierd,Cyrek,mê¿czyzna,2003-08-26,ul. Azaliowa 09/90 24-937 Lublin
1027,Konrad,Rychel,mê¿czyzna,1994-03-08,aleja Szymanowskiego 864 58-624 Œwinoujœcie
1028,Olga,Rajtar,kobieta,1985-11-10,ul. Tysi¹clecia 865 74-783 Bia³ogard
1029,Ewa,Grzelczyk,kobieta,1983-04-27,plac Ksiê¿ycowa 20 29-917 Gorzów Wielkopolski
1030,Mariusz,Górnisiewicz,mê¿czyzna,1983-11-17,aleja Czereœniowa 500 35-614 Legionowo
1031,Oliwier,Ró¿ak,mê¿czyzna,1986-04-23,ul. Kolonia 87/53 13-668 Rumia
1032,Eliza,Boksa,kobieta,1983-01-28,al. Pu³askiego 849 55-478 Pabianice
1033,Ada,Drza³,kobieta,1994-03-08,ulica Baczynskiego 10 80-186 Mielec
1034,Kacper,B³a¿ejak,mê¿czyzna,1995-03-31,ulica Maja 91/78 56-479 Otwock
1035,Urszula,Wliz³o,kobieta,1985-12-25,ulica Wojciecha 90 32-005 Kwidzyn
1036,Ryszard,Dobosiewicz,mê¿czyzna,1989-01-25,pl. Tuwima 764 37-511 Ciechanów
1037,Tola,Szkup,kobieta,1995-06-10,plac Pa³acowa 740 03-181 Skawina
1038,Kalina,Koœcik,kobieta,1987-11-08,ul. Nieca³a 83 23-187 Turek
1039,Jakub,Samulak,mê¿czyzna,1994-03-18,ulica Jesienna 83/19 50-856 Bielsko-Bia³a
1040,Anna Maria,Holc,kobieta,1983-05-05,ulica Cisowa 32 85-601 Nowy Dwór Mazowiecki
1041,Tobiasz,Kononowicz,mê¿czyzna,1996-10-12,ul. Sawickiej 33 56-637 Opole
1042,Andrzej,Wenda,mê¿czyzna,2004-10-12,aleja Czereœniowa 64/35 76-689 W¹growiec
1043,Juliusz,Pasierbek,mê¿czyzna,1985-01-06,ulica Grunwaldzka 56 83-989 W¹growiec
1044,Mateusz,Kucz,mê¿czyzna,2001-09-20,plac Floriana 37 76-728 Starogard Gdañski
1045,Anna Maria,Kral,kobieta,2001-10-30,plac Poniatowskiego 42 95-971 Œwinoujœcie
1046,Hubert,Maras,mê¿czyzna,1991-12-26,al. Opolska 53 61-022 Marki
1047,Mateusz,Hanzel,mê¿czyzna,1989-09-17,ul. Mi³a 29 94-864 Radomsko
1048,Oskar,Trzyna,mê¿czyzna,1991-03-13,aleja Têczowa 52/00 61-411 Legnica
1049,Anastazja,Jancewicz,kobieta,1986-03-05,ul. Matejki 70/89 21-964 Czêstochowa
1050,Sylwia,Gosz,kobieta,1993-01-26,plac Koralowa 403 33-612 Ostrów Mazowiecka
1051,Marek,Majerczyk,mê¿czyzna,1984-06-12,aleja Browarna 258 19-594 Sandomierz
1052,Anastazja,Borkiewicz,kobieta,2000-05-14,ul. Letnia 91/71 69-857 Wroc³aw
1053,Justyna,Dziuban,kobieta,1998-01-02,pl. Krótka 76/45 73-803 Oœwiêcim
1054,Jêdrzej,Lubera,mê¿czyzna,1997-09-13,ulica Morcinka 96 49-408 Tomaszów Mazowiecki
1055,Micha³,Fogel,mê¿czyzna,1988-03-06,al. Ceglana 91 22-771 Dêbica
1056,Kalina,Drza³,kobieta,1990-02-21,aleja Klasztorna 84/83 49-216 Jas³o
1057,Juliusz,Sobków,mê¿czyzna,1993-08-18,ul. Kowalska 689 60-942 Jastrzêbie-Zdrój
1058,Szymon,Walus,mê¿czyzna,1990-10-10,aleja £abêdzia 42/74 82-693 Rybnik
1059,Leon,Michnik,mê¿czyzna,1998-09-29,ulica Stra¿acka 51 58-818 Inowroc³aw
1060,Kornel,Œlimak,mê¿czyzna,2004-03-10,pl. Krasiñskiego 109 22-421 Piekary Œl¹skie
1061,Natasza,Dobrosz,kobieta,1986-07-24,plac Glówna 81 41-768 Œwidnica
1062,Krzysztof,Jajko,mê¿czyzna,2001-12-24,ul. Morelowa 24/96 87-262 Poznañ
1063,Stefan,S³ysz,mê¿czyzna,1985-08-11,ul. Wa³owa 48/70 56-249 Tarnobrzeg
1064,Miko³aj,Macio³,mê¿czyzna,1994-06-04,pl. Orla 80 80-992 W³oc³awek
1065,Julian,Szmajda,mê¿czyzna,1997-10-02,aleja Robotnicza 94 31-686 Wa³cz
1066,Gaja,Domurad,kobieta,1987-06-17,al. Bukowa 44 64-347 Koœcian
1067,Julian,Drózd,mê¿czyzna,1992-04-30,plac D¹browskiej 34 35-929 Marki
1068,Dominik,Wojtalik,mê¿czyzna,1994-07-04,al. Jaœminowa 82/43 90-549 Bia³ogard
1069,Sara,Podsiedlik,kobieta,1983-09-09,ul. Morelowa 21/88 28-463 Tczew
1070,Daniel,Z³otnik,mê¿czyzna,1989-12-10,plac Pszenna 40/65 13-924 Kêtrzyn
1071,Rados³aw,Kumorek,mê¿czyzna,1988-03-02,plac Klasztorna 89/56 54-932 Kraków
1072,Konrad,Herda,mê¿czyzna,2003-06-07,aleja Cegielniana 075 85-341 Zambrów
1073,Adrian,Trawka,mê¿czyzna,1992-03-06,aleja Wojska Polskiego 08/60 91-163 Sieradz
1074,Filip,Naglik,mê¿czyzna,1995-05-31,al. Œciegiennego 84 89-614 Otwock
1075,Norbert,Irla,mê¿czyzna,1995-12-24,pl. Zwyciêstwa 44/43 21-260 Elbl¹g
1076,Albert,Jarmu³a,mê¿czyzna,2004-09-18,al. Grunwaldzka 75/32 22-079 CzeladŸ
1077,Krystyna,Szymaniuk,kobieta,1997-11-07,al. Parkowa 70/23 20-546 Police
1078,Marcin,Kunda,mê¿czyzna,1983-05-04,pl. Wierzbowa 17/93 60-857 M³awa
1079,Józef,Goj,mê¿czyzna,1992-10-02,al. Grunwaldzka 98/44 18-255 Koœcian
1080,Olgierd,Waszczyk,mê¿czyzna,1986-04-29,al. Jeziorna 89/32 54-281 Bydgoszcz
1081,Jêdrzej,Fo³ta,mê¿czyzna,1985-03-08,ul. Na³kowskiej 10 67-268 Wroc³aw
1082,Nicole,Siemieñczuk,mê¿czyzna,1991-08-18,al. D³uga 734 39-550 W¹growiec
1083,Mariusz,Pikula,mê¿czyzna,2000-10-30,aleja Morska 47/13 19-079 K³odzko
1084,Kaja,Sabak,kobieta,1993-03-26,pl. Partyzantów 97/25 38-295 Tomaszów Mazowiecki
1085,Ada,Indyk,kobieta,1984-09-29,ul. Bociania 21/54 88-436 ¯ary
1086,Krystian,Oœko,mê¿czyzna,1998-01-03,al. Rybacka 93 27-207 Wodzis³aw Œl¹ski
1087,Krystyna,Lewko,kobieta,1986-12-05,aleja Per³owa 27/57 80-842 Nowy Targ
1088,Adrianna,Petrus,kobieta,1999-11-25,aleja Ma³a 04/97 36-435 Ruda Œl¹ska
1089,Blanka,¯akiewicz,kobieta,1999-07-15,al. S³owianska 47/52 34-915 I³awa
1090,Ryszard,Maciejuk,mê¿czyzna,2002-10-03,ul. Kazimierza Wielkiego 82/88 96-841 Bia³ystok
1091,Adrianna,Bartel,kobieta,1992-07-23,al. Chopina 629 85-955 Olkusz
1092,Adrianna,Babij,kobieta,2004-12-19,al. Makowa 906 24-822 Sanok
1093,Blanka,S³adek,kobieta,1987-07-27,al. Ptasia 577 85-046 Skierniewice
1094,Kazimierz,£osiewicz,mê¿czyzna,1986-03-27,ulica Majowa 353 24-507 Myszków
1095,Robert,Zimniak,mê¿czyzna,1992-07-21,plac G³ogowa 583 57-141 Czerwionka-Leszczyny
1096,Gaja,Gregorek,kobieta,2004-10-06,ulica Morcinka 668 09-457 Turek
1097,Anna Maria,Œwiês,kobieta,1985-04-03,ulica Piekarska 44/52 71-715 Koœcierzyna
1098,Dawid,Andrejczuk,mê¿czyzna,2002-07-29,pl. Bydgoska 408 66-211 Ostrowiec Œwiêtokrzyski
1099,Mateusz,Cogiel,mê¿czyzna,1985-03-09,plac Wspólna 346 37-231 Nowy Dwór Mazowiecki
1100,Albert,Linkiewicz,mê¿czyzna,2005-08-13,al. Wspólna 54 03-234 Wa³cz
1101,Albert,Koczy,mê¿czyzna,1987-01-04,ul. ¯urawia 13/62 89-649 Wa³brzych
1102,Rozalia,Œmieszek,kobieta,1986-10-17,ul. Tysi¹clecia 37/27 50-971 ¯ory
1103,Klara,Bik,kobieta,2002-01-17,ulica Stefana Batorego 359 10-125 Gniezno
1104,Pawe³,Ma³yszka,mê¿czyzna,1988-11-08,ul. W³adys³awa Jagie³³y 56 56-180 Kêdzierzyn-KoŸle
1105,Olaf,Uzar,mê¿czyzna,1996-01-26,ul. Jastrzêbia 81/36 90-578 Bielsk Podlaski
1106,Monika,Mostek,kobieta,1997-03-29,al. Stolarska 95 81-803 Siedlce
1107,Kacper,Bart³omiejczyk,mê¿czyzna,1998-04-16,pl. Rycerska 961 97-387 Zgierz
1108,Oliwier,Letkiewicz,mê¿czyzna,2000-06-15,aleja Kaliska 11/75 65-126 Sopot
1109,Julianna,Trojanowicz,kobieta,1989-09-26,aleja Jana Paw³a II 65/71 54-983 Gorlice
1110,Kalina,Judek,kobieta,2000-09-12,aleja S³oneczna 32 87-254 Dzier¿oniów
1111,Dariusz,Gadzina,mê¿czyzna,2000-04-22,ul. Wa³owa 581 15-691 Przemyœl
1112,Konstanty,Durlej,mê¿czyzna,2002-01-11,ulica Królewska 438 42-438 Leszno
1113,Adam,Cho³ody,mê¿czyzna,2005-02-17,pl. Harcerska 54 37-139 Jastrzêbie-Zdrój
1114,Marianna,Bernard,kobieta,1992-03-02,aleja Srebrna 46 92-573 Œwidnica
1115,Kornelia,Czapiga,kobieta,2003-04-11,pl. Jana Sobieskiego 95/26 69-842 Ruda Œl¹ska
1116,Sara,S³omian,kobieta,1983-04-09,plac Wilcza 63 46-214 Knurów
1117,Witold,Gregorowicz,mê¿czyzna,2000-12-23,plac S³owianska 25 68-488 Œwiecie
1118,Maks,Kiszczak,mê¿czyzna,1993-05-04,ul. Pomorska 49 06-046 Inowroc³aw
1119,Leonard,Orszulik,mê¿czyzna,2003-04-02,al. Majowa 58/14 74-533 Wa³cz
1120,Ada,Mueller,kobieta,1989-02-01,al. Ga³czynskiego 627 36-180 Czerwionka-Leszczyny
1121,Nicole,Szyba,mê¿czyzna,1989-11-18,ulica D³ugosza 06 45-234 Tarnów
1122,Emil,Szlachcic,mê¿czyzna,2001-09-06,pl. Graniczna 282 70-709 Sanok
1123,Klara,Chudoba,kobieta,2004-10-20,pl. Ogrodowa 05/91 81-513 Zgierz
1124,Maks,Szczap,mê¿czyzna,1994-01-23,aleja Rózana 40 03-225 Œwidnica
1125,Józef,Dzierwa,mê¿czyzna,1986-09-14,al. Grunwaldzka 201 46-841 Be³chatów
1126,Miko³aj,Smutek,mê¿czyzna,2002-01-17,plac Rajska 63/96 60-193 Starogard Gdañski
1127,Ewelina,Nasta³y,kobieta,1985-10-04,aleja Towarowa 44 69-532 Suwa³ki
1128,Mariusz,Oleszczak,mê¿czyzna,1994-08-02,ul. Ceglana 664 43-515 Boles³awiec
1129,Franciszek,Pezda,mê¿czyzna,2000-10-13,al. Koralowa 61 61-901 Kalisz
1130,Olgierd,Stroka,mê¿czyzna,1984-05-26,plac Sportowa 172 80-865 Œwiêtoch³owice
1131,Adam,Nitek,mê¿czyzna,1996-01-10,pl. Skoœna 609 16-508 CzeladŸ
1132,Filip,Ficner,mê¿czyzna,1984-03-17,aleja Orzeszkowej 43 58-200 Lubin
1133,Dagmara,Mieloch,kobieta,2005-04-11,pl. Bursztynowa 18 27-585 Malbork
1134,Blanka,Wêgier,kobieta,2004-11-23,aleja Kreta 87/65 01-533 Siemianowice Œl¹skie
1135,Witold,Kielan,mê¿czyzna,1993-11-22,plac Poniatowskiego 28 72-311 Œroda Wielkopolska
1136,Micha³,Kuffel,mê¿czyzna,2005-04-04,al. Odrzañska 45 54-582 Bielsk Podlaski
1137,Alex,Ba³dys,mê¿czyzna,1986-05-16,ulica Po³udniowa 66/73 12-818 Zielona Góra
1138,Marcin,Kusio,mê¿czyzna,1990-07-27,aleja Wroc³awska 32/12 66-615 Elbl¹g
1139,Ida,Bobel,kobieta,1989-06-11,ul. Staffa 32/52 44-436 Wo³omin
1140,Filip,Dryka,mê¿czyzna,2004-03-26,plac Myœliwska 83/93 09-309 Zakopane
1141,Mariusz,Pad³o,mê¿czyzna,1990-07-28,al. Radosna 01 84-609 D¹browa Górnicza
1142,Aleks,S³oboda,mê¿czyzna,1999-11-03,al. Zapolskiej 87 23-383 Skierniewice
1143,Kalina,Czubaszek,kobieta,1994-11-18,ulica Osiedlowa 75 16-165 Tarnów
1144,Jacek,Koziatek,mê¿czyzna,2005-08-18,ul. Kreta 58/73 05-120 Czerwionka-Leszczyny
1145,Aleksander,Mieloch,mê¿czyzna,1988-08-06,plac Tylna 53 74-390 Œrem
1146,Patryk,Gabryelczyk,mê¿czyzna,1993-06-08,aleja Górna 318 98-734 Bi³goraj
1147,Igor,Filek,mê¿czyzna,1991-05-18,plac Krañcowa 47 94-221 Otwock
1148,Ada,Niemczuk,kobieta,2004-08-08,pl. Solidarnosci 42 63-297 Marki
1149,Ida,Klaja,kobieta,1990-10-23,ulica Pomorska 83/81 29-683 E³k
1150,Antoni,Dukat,mê¿czyzna,2000-12-18,ulica Bankowa 589 23-922 Czêstochowa
1151,Albert,Mazik,mê¿czyzna,2000-10-13,ulica Szpitalna 75/50 86-515 Jas³o
1152,Krzysztof,Linek,mê¿czyzna,1998-06-28,ul. Wojciecha 71 39-847 Turek
1153,Malwina,Jakimiak,kobieta,1989-09-04,ulica Wrzosowa 75/17 45-393 Ko³obrzeg
1154,Marcin,Wasyluk,mê¿czyzna,1989-11-07,plac Podgórna 26 13-526 Olkusz
1155,Marcin,Karpeta,mê¿czyzna,1996-09-06,al. Kasztanowa 293 86-775 Nowa Ruda
1156,Szymon,Giers,mê¿czyzna,1989-04-20,ul. M³yñska 24/05 60-052 Lubartów
1157,Olgierd,Jenek,mê¿czyzna,1987-04-23,ul. Krucza 47/83 83-461 O³awa
1158,Bianka,Jaroszuk,kobieta,2002-01-01,pl. Pogodna 41 96-967 Ruda Œl¹ska
1159,Kazimierz,Œwistek,mê¿czyzna,2001-11-25,aleja Wróblewskiego 77 46-627 Legionowo
1160,Julita,Macha,kobieta,2001-07-10,ulica Brzoskwiniowa 43/47 12-770 Oleœnica
1161,Dorota,Dudko,kobieta,2000-11-27,plac Tysi¹clecia 36/63 72-623 W³oc³awek
1162,Tymon,M³ot,mê¿czyzna,1999-07-08,pl. Waryñskiego 55 59-929 Toruñ
1163,Aurelia,Adamaszek,kobieta,1988-06-10,al. Opolska 52 93-100 Pi³a
1164,Kamila,Felisiak,kobieta,2000-04-08,ul. Cisowa 50 59-260 Oœwiêcim
1165,Jakub,Wiech,mê¿czyzna,1985-12-28,aleja Piastowska 172 49-101 Œwiêtoch³owice
1166,Marcel,Groñ,mê¿czyzna,1983-06-21,aleja Szafirowa 32 44-267 Kielce
1167,Marika,Janczarek,kobieta,1999-04-14,ul. Kazimierza Wielkiego 25/46 33-172 Ostrowiec Œwiêtokrzyski
1168,Gustaw,Engler,mê¿czyzna,1992-01-26,plac Baczynskiego 02/32 38-129 Zduñska Wola
1169,Artur,Dziwak,mê¿czyzna,2002-11-18,aleja Pogodna 25 29-379 Ciechanów
1170,Tomasz,Zimol¹g,mê¿czyzna,1997-06-20,al. Korczaka 96 08-735 £om¿a
1171,Gabriel,Hrabia,mê¿czyzna,2004-07-21,ulica Akacjowa 349 71-712 Polkowice
1172,Szymon,Dyka,mê¿czyzna,1998-01-18,ul. Lipca 659 74-728 Knurów
1173,Urszula,Koloch,kobieta,1984-05-26,pl. Konwaliowa 701 35-374 Kielce
1174,Liwia,Szaj,kobieta,1992-10-21,ul. Pogodna 22/29 23-890 Sandomierz
1175,Maurycy,Teodorowicz,mê¿czyzna,1987-04-18,aleja Konopnickiej 14 63-341 Miko³ów
1176,Mariusz,Doroba,mê¿czyzna,1988-11-07,ulica Nowowiejska 19 33-871 Ruda Œl¹ska
1177,Inga,Sromek,kobieta,1986-10-17,al. Jod³owa 83 26-662 D¹browa Górnicza
1178,Fabian,Ruman,mê¿czyzna,1986-05-22,plac Daleka 487 34-385 £uków
1179,Jan,Makie³a,mê¿czyzna,2001-02-28,ulica Cedrowa 09/43 38-641 Gniezno
1180,Agnieszka,Minta,kobieta,1988-09-28,ul. Zdrojowa 65 05-657 Pi³a
1181,Natan,Sura,mê¿czyzna,2001-08-07,ulica Ksiê¿ycowa 70 34-476 Konin
1182,Oskar,Maciejko,mê¿czyzna,2003-11-03,ulica Wybickiego 443 77-008 Czechowice-Dziedzice
1183,Adrian,Watras,mê¿czyzna,1994-04-21,plac Klonowa 454 48-598 Oœwiêcim
1184,Inga,Fitrzyk,kobieta,1998-03-14,ul. Browarna 864 05-229 Nowy S¹cz
1185,Klara,Gadza³a,kobieta,2005-01-13,aleja W³adys³awa £okietka 17/54 12-869 Lubin
1186,Oskar,Madziar,mê¿czyzna,1983-06-21,ul. Mickiewicza 36/83 30-220 Wroc³aw
1187,Rados³aw,Dukat,mê¿czyzna,1991-10-20,ul. Cisowa 99/52 29-733 Be³chatów
1188,B³a¿ej,Pezda,mê¿czyzna,1988-07-06,al. Morska 13/38 06-680 Dêbica
1189,Aleks,Gill,mê¿czyzna,1992-12-06,pl. Zau³ek 70/54 57-841 Cieszyn
1190,Norbert,Romankiewicz,mê¿czyzna,1988-05-03,ul. Promienna 45 72-744 Zambrów
1191,Bruno,Cis,mê¿czyzna,1998-07-19,aleja Reymonta 879 07-970 Miñsk Mazowiecki
1192,Nela,Szkoda,kobieta,2000-03-19,ulica Cmentarna 90/92 76-592 Skawina
1193,Konrad,Bulanda,mê¿czyzna,2004-12-28,ul. Krakowska 66/34 40-240 I³awa
1194,Kornelia,Syldatk,kobieta,1992-08-01,ulica Hutnicza 19 61-586 Miñsk Mazowiecki
1195,Olgierd,Gramza,mê¿czyzna,1998-07-02,plac Strumykowa 76 60-842 Jas³o
1196,Konrad,Kurtyka,mê¿czyzna,2001-08-05,ul. Rybacka 52 67-516 Radom
1197,Adrianna,Kluczyk,kobieta,1999-09-04,ul. Konarskiego 143 94-680 Mys³owice
1198,Szymon,£acina,mê¿czyzna,1990-01-24,al. Cyprysowa 01 23-203 Grudzi¹dz
1199,Rafa³,Zimmer,mê¿czyzna,1985-12-11,pl. Lisia 19 99-036 Pruszcz Gdañski
1200,Aleksander,Nickel,mê¿czyzna,1983-07-07,ulica Wyszyñskiego 46 61-512 Luboñ
1201,Konrad,Boguœ,mê¿czyzna,2005-11-03,plac Sucharskiego 12 84-513 M³awa
1202,Wojciech,Koleœnik,mê¿czyzna,1987-07-24,ulica Kosynierów 56/09 12-736 Czechowice-Dziedzice
1203,Kamil,Hajdas,mê¿czyzna,1985-09-28,al. Morelowa 703 10-605 Wa³brzych
1204,Kornel,Kordus,mê¿czyzna,2002-11-07,pl. Hallera 64 37-357 Zawiercie
1205,Adam,Dadej,mê¿czyzna,1989-07-18,al. Wrzosowa 01/77 58-925 Ostróda
1206,Marek,Pabis,mê¿czyzna,1983-10-10,ul. Œl¹ska 473 54-354 Augustów
1207,Natan,Schubert,mê¿czyzna,1994-05-03,al. Grottgera 33 97-789 ¯yrardów
1208,Urszula,Damek,kobieta,1987-02-02,ul. Wyszyñskiego 63/34 71-257 Wroc³aw
1209,Anita,Grochola,kobieta,1993-10-29,ulica £¹kowa 11 92-314 Wejherowo
1210,Tobiasz,Sadownik,mê¿czyzna,2004-01-03,pl. Jagodowa 41/98 33-976 Kêdzierzyn-KoŸle
1211,Ignacy,Dudziec,mê¿czyzna,1994-12-30,ul. Okrê¿na 112 21-972 Szczecin
1212,Nela,M³ocek,kobieta,1988-11-14,pl. Diamentowa 482 34-278 Bia³a Podlaska
1213,Józef,Gorgol,mê¿czyzna,2003-01-25,ul. Jod³owa 73 20-333 Stargard Szczeciñski
